dia,url,inicio,fim,descricao,local
2020-06-21,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-21,08h30,10h00,Partida de Brasília/DF para o Rio de Janeiro/RJ,Base Aérea de Brasília
2020-06-21,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-21,10h30,11h30,Visita à Brigada de Infantaria Paraquedista,Rio de Janeiro/RJ
2020-06-21,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-21,12h00,13h30,Partida do Rio de Janeiro/RJ para Brasília/DF,Base Aérea dos Afonsos
2020-06-22,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-22,10h00,11h45,Solenidade de Abertura da Semana Nacional de Políticas sobre Drogas,Brasília/DF
2020-06-22,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-22,12h00,12h45,Inauguração do Canal AgroMais,Brasília/DF
2020-06-22,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-22,13h00,13h45,"Fábio Faria, Ministro de Estado das Comunicações; e Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República",Palácio do Planalto
2020-06-22,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-22,14h00,14h45,"Paulo Guedes, Ministro de Estado da Economia",Palácio do Planalto
2020-06-22,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-22,14h45,15h10,"Paulo Guedes, Ministro de Estado da Economia; e Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República",Palácio do Planalto
2020-06-22,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-22,15h10,15h40,"Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República; e Antonio Paulo Vogel, Secretário Executivo do Ministério da Educação",Palácio do Planalto
2020-06-22,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-22,16h30,17h00,"Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República",Palácio do Planalto
2020-06-22,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-22,17h05,17h25,"José Levi Mello do Amaral Júnior, Advogado-Geral da União",Palácio do Planalto
2020-06-23,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-23,09h00,10h05,"Antonio Paulo Vogel, Ministro de Estado da Educação substituto; Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",Palácio do Planalto
2020-06-23,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-23,10h10,10h40,"Antônio Pitombo, Advogado",Palácio do Planalto
2020-06-23,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-23,11h00,11h30,"Onyx Lorenzoni, Ministro de Estado da Cidadania",Palácio do Planalto
2020-06-23,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-23,11h30,12h00,"Marcos Pontes, Ministro de Estado da Ciência, Tecnologia e Inovações; e Deputado Filipe Barros (PSL/PR)",Palácio do Planalto
2020-06-23,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-23,14h10,14h55,"Paulo Guedes, Ministro de Estado da Economia; Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Senador Jorginho Mello (PL/SC), Líder do PL no Senado Federal",Palácio do Planalto
2020-06-23,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-23,15h50,16h05,Deputado Osmar Terra (MDB/RS),Palácio do Planalto
2020-06-23,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-23,16h05,17h00,Cerimônia de Inauguração do Centro de Operações Espaciais Principal (COPE-P),Brasília/DF
2020-06-24,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-24,08h00,09h25,"Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República",Palácio da Alvorada
2020-06-24,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-24,10h00,10h30,"Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República; e Paulo Skaf, Presidente da Federação das Indústrias do estado de São Paulo (FIESP)",Palácio do Planalto
2020-06-24,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-24,10h30,10h55,"Paulo Skaf, Presidente da Federação das Indústrias do estado de São Paulo – FIESP",Palácio do Planalto
2020-06-24,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-24,11h00,11h30,"Fernando Azevedo, Ministro de Estado da Defesa; Ernesto Araújo, Ministro de Estado das Relações Exteriores; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; e Almirante de Esquadra Ilques Barbosa Júnior, Comandante da Marinha",Palácio do Planalto
2020-06-24,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-24,11h30,11h50,"Fernando Azevedo, Ministro de Estado da Defesa; Ernesto Araújo, Ministro de Estado das Relações Exteriores; Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; e Almirante de Esquadra Ilques Barbosa Júnior, Comandante da Marinha",Palácio do Planalto
2020-06-24,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-24,14h00,14h20,"Paulo Guedes, Ministro de Estado da Economia; e Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República",Palácio do Planalto
2020-06-24,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-24,14h20,14h50,"Paulo Guedes, Ministro de Estado da Economia; Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República; e Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República",Palácio do Planalto
2020-06-24,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-24,14h55,15h00,"Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República",Palácio do Planalto
2020-06-24,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-24,15h00,15h30,"Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Senador Chico Rodrigues (DEM/RR), Vice-Líder do Governo no Senado Federal",Palácio do Planalto
2020-06-24,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-24,17h20,17h30,"Fábio Faria, Ministro de Estado das Comunicações; e Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República",Palácio do Planalto
2020-06-24,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-24,17h30,18h00,"Tereza Cristina, Ministra de Estado da Agricultura, Pecuária e Abastecimento",Palácio do Planalto
2020-06-25,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-25,09h00,09h55,"Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República; Paulo Guedes, Ministro de Estado da Economia; Onyx Lorenzoni, Ministro de Estado da Cidadania; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; Roberto Campos Neto, Presidente do Banco Central; e Pedro Guimarães, Presidente da CAIXA",Palácio do Planalto
2020-06-25,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-25,10h10,10h55,Cerimônia de assinatura do Acordo de Cooperação Técnica para integração dos sistemas “Corpus927” e “A Constituição e o Supremo” ao Portal da Legislação,Palácio do Planalto
2020-06-25,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-25,11h20,11h50,Cerimônia de descerramento dos quadros da Galeria de Heróis do Programa VIGIA,Brasília/DF
2020-06-25,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-25,14h00,14h50,"Bento Albuquerque, Ministro de Estado de Minas e     Energia",Palácio do Planalto
2020-06-25,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-25,14h50,15h00,"Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República; Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República; e Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República",Palácio do Planalto
2020-06-25,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-25,15h00,15h40,"André Luiz de Almeida, Ministro de Estado da Justiça e Segurança Pública",Palácio do Planalto
2020-06-25,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-25,18h00,18h25,"Yossi Shelley, Embaixador de Israel no Brasil",Palácio da Alvorada
2020-06-26,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-26,07h45,09h30,Partida de Brasília/DF para Juazeiro do Norte/CE,Base Aérea de Brasília
2020-06-26,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-26,09h30,09h40,Chegada a Juazeiro do Norte/CE,Aeroporto Orlando Bezerra de Menezes
2020-06-26,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-26,09h40,10h40,Sobrevoo - Ferrovia Transnordestina,NA
2020-06-26,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-26,11h00,11h05,Acionamento das Comportas da Estrutura de Controle de Milagres,NA
2020-06-26,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-26,11h40,12h00,Chegada das Águas do Rio São Francisco ao estado do Ceará,NA
2020-06-26,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-26,13h32,15h26,Partida de Juazeiro do Norte/CE para Brasília/DF,Aeroporto Orlando Bezerra de Menezes
2020-06-26,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-26,15h26,15h30,Chegada a Brasília/DF,Base Aérea de Brasília
2020-06-29,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-29,09h00,09h35,"Wagner Rosário, Ministro de Estado da Controladoria-Geral da União; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",Palácio do Planalto
2020-06-29,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-29,09h35,10h40,"Wagner Rosário, Ministro de Estado da Controladoria-Geral da União; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; e José Levi Mello do Amaral Júnior, Advogado-Geral da União",Palácio do Planalto
2020-06-29,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-29,10h40,11h10,"Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República",Palácio do Planalto
2020-06-29,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-29,14h10,14h40,"Paulo Guedes, Ministro de Estado da Economia",Palácio do Planalto
2020-06-29,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-29,14h50,15h00,"Paulo Guedes, Ministro de Estado da Economia; Marcos Pontes, Ministro de Estado da Ciência, Tecnologia e Inovações; e Floriano Peixoto, Presidente dos Correios",Palácio do Planalto
2020-06-29,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-29,15h00,15h35,"Ernesto Araújo, Ministro de Estado das Relações Exteriores",Palácio do Planalto
2020-06-29,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-29,16h15,16h40,"Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República",Palácio do Planalto
2020-06-29,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-29,16h40,17h10,"Fábio Faria, Ministro de Estado das Comunicações; e Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República",Palácio do Planalto
2020-06-29,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-29,17h15,18h10,"Carlos Alberto Decotelli, Ministro de Estado da Educação",Palácio do Planalto
2020-06-30,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-30,11h10,13h10,"Maurício Galiotte, Presidente do Palmeiras",Palácio do Planalto
2020-06-30,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-30,14h00,14h40,"Rogério Marinho, Ministro de Estado do Desenvolvimento Regional",Palácio do Planalto
2020-06-30,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-30,15h20,15h30,"Tarcísio Gomes de Freitas, Ministro de Estado da Infraestrutura; e Ricardo Salles, Ministro de Estado do Meio Ambiente",Palácio do Planalto
2020-06-30,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-30,15h30,16h00,"Hamilton Mourão, Vice-Presidente da República; Davi Alcolumbre, Presidente do Senado Federal; Rodrigo Maia, Presidente da Câmara dos Deputados; Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República; Fernando Azevedo, Ministro de Estado da Defesa; Ernesto Araújo, Ministro de Estado das Relações Exteriores; Tarcísio Gomes de Freitas, Ministro de Estado da Infraestrutura; Fábio Faria, Ministro de Estado das Comunicações; Ricardo Salles, Ministro de Estado do Meio Ambiente; Marcelo Álvaro Antônio, Ministro de Estado do Turismo; Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e José Levi Mello do Amaral Júnior, Advogado-Geral da União",Palácio do Planalto
2020-06-30,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-30,16h10,17h00,Cerimônia de prorrogação do Auxílio Emergencial,Palácio do Planalto
2020-06-30,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-30,17h00,17h30,"Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República; e Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República",Palácio do Planalto
2020-06-30,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-30,17h30,17h50,"Paulo Guedes, Ministro de Estado da Economia; Bento Albuquerque, Ministro de Estado de Minas e Energia; e Marcelo Álvaro Antônio, Ministro de Estado do Turismo; Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República; e Pedro Guimarães, Presidente da CAIXA",Palácio do Planalto
2020-06-30,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-06-30,17h50,18h20,"Paulo Guedes, Ministro de Estado da Economia; Bento Albuquerque, Ministro de Estado de Minas e Energia; e Marcelo Álvaro Antônio, Ministro de Estado do Turismo; e Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República",Palácio do Planalto
2020-07-01,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-01,09h00,09h30,"Ricardo Salles, Ministro de Estado do Meio Ambiente",Palácio do Planalto
2020-07-01,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-01,10h30,11h00,"Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; Marcelo Reis Magalhães, Secretário Especial do Esporte do Ministério da Cidadania; e José Antônio Pereira Júnior, Presidente da Rio Motorsports",Palácio do Planalto
2020-07-01,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-01,11h00,11h30,"Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Deputado Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados",Palácio do Planalto
2020-07-01,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-01,11h30,12h00,"Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; Deputado Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados; e Deputado Osmar Terra (MDB/RS)",Palácio do Planalto
2020-07-01,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-01,14h10,14h55,"Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República",Palácio do Planalto
2020-07-01,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-01,15h00,15h30,"José Levi Mello do Amaral Júnior, Advogado-Geral da União",Palácio do Planalto
2020-07-02,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-02,09h20,10h00,"Ernesto Araújo, Ministro de Estado das Relações Exteriores",Palácio do Planalto
2020-07-02,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-02,10h00,12h20,LVI Cúpula de Chefes de Estado do Mercosul e Estados Associados (videoconferência),Palácio do Planalto
2020-07-02,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-02,13h00,14h15,Deputado Fábio Ramalho (MDB/MG),Palácio do Planalto
2020-07-02,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-02,15h00,16h00,"André Luiz de Almeida, Ministro de Estado da Justiça e Segurança Pública; e Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República",Palácio do Planalto
2020-07-02,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-02,16h00,16h20,"André Luiz de Almeida, Ministro de Estado da Justiça e Segurança Pública; Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República; e José Levi Mello do Amaral Júnior, Advogado-Geral da União",Palácio do Planalto
2020-07-03,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-03,09h00,09h30,"Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República",Palácio do Planalto
2020-07-03,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-03,10h30,11h00,"Rogério Marinho, Ministro de Estado do Desenvolvimento Regional",Palácio do Planalto
2020-07-03,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-03,12h00,14h00,"Paulo Skaf, Presidente da Federação das Indústrias do Estado de São Paulo – FIESP",Palácio da Alvorada
2020-07-04,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-04,06h20,08h20,Partida de Brasília/DF para Florianópolis/SC,Base Aérea de Brasília
2020-07-04,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-04,08h40,09h30,Sobrevoo às áreas atingidas por ciclone,Florianópolis/SC
2020-07-04,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-04,10h40,12h25,Partida de Florianópolis/SC para Brasília/DF,Aeroporto Internacional de Florianópolis - Hercílio Luz
2020-07-04,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-04,12h40,15h00,Comemoração ao 244º Aniversário da Independência dos Estados Unidos da América,Brasília/DF
2020-07-06,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-06,11h30,12h00,"Marcos Heleno Guerson de Oliveira Junior, Presidente do Instituto Nacional de Metrologia, Qualidade e Tecnologia – Inmetro",Palácio do Planalto
2020-07-06,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-06,14h00,14h30,"Paulo Guedes, Ministro de Estado da Economia",Palácio do Planalto
2020-07-06,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-06,15h00,15h30,"Roberto Mira, Vice-Presidente para assuntos de segurança da NTC&Logística",Palácio do Planalto
2020-07-06,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-06,15h30,16h00,"Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República; Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República; Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",Palácio do Planalto
2020-07-06,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-06,16h00,16h30,"José Levi Mello do Amaral Júnior, Advogado-Geral da União",Palácio do Planalto
2020-07-06,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-06,16h40,17h10,"Mario Frias, Secretário Especial de Cultura do Ministério do Turismo",Palácio do Planalto
2020-07-07,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-07,15h00,15h30,"Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República (videoconferência)",Palácio da Alvorada
2020-07-07,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-07,17h00,17h30,"Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República (videoconferência)",Palácio da Alvorada
2020-07-08,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-08,10h30,12h00,"Fernando Azevedo, Ministro de Estado da Defesa (videoconferência)",Palácio da Alvorada
2020-07-08,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-08,14h20,14h50,"Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República 	(videoconferência)",Palácio da Alvorada
2020-07-08,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-08,15h00,15h30,"Antônio Paulo Vogel, Ministro de Estado da Educação substituto (videoconferência)",Palácio da Alvorada
2020-07-08,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-08,16h00,16h30,"Ivan Duque, Presidente da Colômbia (videoconferência)",Palácio da Alvorada
2020-07-08,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-08,17h00,17h30,"Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República (videoconferência)",Palácio da Alvorada
2020-07-09,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-09,11h30,12h00,"Telefonema - Mario Abdo Benítez, Presidente do Paraguai",Palácio da Alvorada
2020-07-09,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-09,14h00,14h20,"Bento Albuquerque, Ministro de Estado de Minas e Energia (videoconferência)",Palácio da Alvorada
2020-07-09,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-09,15h00,15h15,"Telefonema - Mohammad Bin Salman, Príncipe Herdeiro da Arábia Saudita",Palácio da Alvorada
2020-07-09,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-09,17h00,17h30,"Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República (videoconferência)",Palácio da Alvorada
2020-07-10,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-10,11h00,11h20,"Telefonema - Xeique Mohammed bin Zayed Al Nahyan, Príncipe Herdeiro do Emirado de Abu Dhabi",Palácio da Alvorada
2020-07-10,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-10,14h00,14h15,"Telefonema - Sebastián Piñera, Presidente da República do Chile",Palácio da Alvorada
2020-07-13,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-13,14h00,15h00,"Paulo Guedes, Ministro de Estado da Economia (videoconferência)",Palácio da Alvorada
2020-07-13,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-13,17h00,17h10,"Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República (videoconferência)",Palácio da Alvorada
2020-07-14,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-14,11h00,11h30,"Telefonema - Jeanine Áñez, Presidente da Bolívia",Palácio da Alvorada
2020-07-14,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-14,15h00,15h50,"Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República (videoconferência)",Palácio da Alvorada
2020-07-14,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-14,17h00,17h20,"Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República (videoconferência)",Palácio da Alvorada
2020-07-15,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-15,09h20,09h40,"Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Deputado Sanderson (PSL/RS), Vice-Líder do Governo na Câmara dos Deputados (videoconferência)",Palácio da Alvorada
2020-07-15,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-15,10h00,10h30,"Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Senadora Soraya Thronicke (PSL/MS) (videoconferência)",Palácio da Alvorada
2020-07-15,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-15,13h00,13h40,Sanção do novo Marco Legal do Saneamento Básico (videoconferência),Palácio da Alvorada
2020-07-15,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2020-07-15,17h00,17h20,"Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República (videoconferência)",Palácio da Alvorada
